reviewTitle,reviewBody,aspect,categorized_aspect,sentiment,response
Great bargain!,"Nice looking shoe at a fraction of the price of similar shoes.  Great value and looked as good as the other more expensive shoes. It fit well and is comfortable. Very lightweight. Sock shoes like these donʻt have the support like other sneakers, so, by the end of a full day, my feet hurt.  However, other shoes might have felt the same way.  Regardless, at that price, I would definitely buy it again.",comfortable,comfort,positive,Thank you for highlighting the comfortable. We're glad you're satisfied!
Great bargain!,"Nice looking shoe at a fraction of the price of similar shoes.  Great value and looked as good as the other more expensive shoes. It fit well and is comfortable. Very lightweight. Sock shoes like these donʻt have the support like other sneakers, so, by the end of a full day, my feet hurt.  However, other shoes might have felt the same way.  Regardless, at that price, I would definitely buy it again.",lightweight,other,positive,Thank you for highlighting the lightweight. We're glad you're satisfied!
Great bargain!,"Nice looking shoe at a fraction of the price of similar shoes.  Great value and looked as good as the other more expensive shoes. It fit well and is comfortable. Very lightweight. Sock shoes like these donʻt have the support like other sneakers, so, by the end of a full day, my feet hurt.  However, other shoes might have felt the same way.  Regardless, at that price, I would definitely buy it again.",price,price,positive,Thank you for highlighting the price. We're glad you're satisfied!
Great bargain!,"Nice looking shoe at a fraction of the price of similar shoes.  Great value and looked as good as the other more expensive shoes. It fit well and is comfortable. Very lightweight. Sock shoes like these donʻt have the support like other sneakers, so, by the end of a full day, my feet hurt.  However, other shoes might have felt the same way.  Regardless, at that price, I would definitely buy it again.",support,service,negative,We're sorry about the issues with support. We'll work on improving this aspect!
Great bargain!,"Nice looking shoe at a fraction of the price of similar shoes.  Great value and looked as good as the other more expensive shoes. It fit well and is comfortable. Very lightweight. Sock shoes like these donʻt have the support like other sneakers, so, by the end of a full day, my feet hurt.  However, other shoes might have felt the same way.  Regardless, at that price, I would definitely buy it again.",feet hurt by end of day,other,negative,We're sorry about the issues with feet hurt by end of day. We'll work on improving this aspect!
Could be softer,"I like the idea of two threads, indeed it makes the flossing easier and cleans better. However I find the threads too hard. The ones I had before were softer and more gentle to my gums.",two threads,other,positive,Thank you for highlighting the two threads. We're glad you're satisfied!
Could be softer,"I like the idea of two threads, indeed it makes the flossing easier and cleans better. However I find the threads too hard. The ones I had before were softer and more gentle to my gums.",threads too hard,other,negative,We're sorry about the issues with threads too hard. We'll work on improving this aspect!
Great for tall people,"My husband is 6'5"". This upright walker allows him to stand straight and not hurt his back. He is very pleased.",upright walker,other,positive,Thank you for highlighting the upright walker. We're glad you're satisfied!
Great for tall people,"My husband is 6'5"". This upright walker allows him to stand straight and not hurt his back. He is very pleased.",allows husband to stand straight,other,positive,Thank you for highlighting the allows husband to stand straight. We're glad you're satisfied!
Great for tall people,"My husband is 6'5"". This upright walker allows him to stand straight and not hurt his back. He is very pleased.",does not hurt his back,other,positive,Thank you for highlighting the does not hurt his back. We're glad you're satisfied!
Great for tall people,"My husband is 6'5"". This upright walker allows him to stand straight and not hurt his back. He is very pleased.",pleases husband,other,positive,Thank you for highlighting the pleases husband. We're glad you're satisfied!
Awesome,Worth buying,,other,positive,Thank you for your feedback!
False advertising,"I'm so upset with these pieces of junk. Most weren't anywhere near the sizes advertised here and the one that were are completely unusable due to splits, chips and cracks. For the price they are charging for this petrified elephant excrement you could go to a craft store and get better ones. Heck, chip some concrete off the sidewalk and it would be better. Do not waste your money!",size accuracy,other,negative,We're sorry about the issues with size accuracy. We'll work on improving this aspect!
False advertising,"I'm so upset with these pieces of junk. Most weren't anywhere near the sizes advertised here and the one that were are completely unusable due to splits, chips and cracks. For the price they are charging for this petrified elephant excrement you could go to a craft store and get better ones. Heck, chip some concrete off the sidewalk and it would be better. Do not waste your money!",quality,quality,negative,We're sorry about the issues with quality. We'll work on improving this aspect!
