reviewTitle,reviewBody,title_sentiment,body_sentiment,title_aspects,title_sentiments,body_aspects,body_sentiments
Was a gift,Fit great,positive,positive,['gift'],{'gift': 'positive'},"['fit', 'great']","{'fit': 'positive', 'great': 'positive'}"
Just what I needed,"Easy to use, good adhesion. Clean and dry area to be caulked. You cut off the tip at a 45º angle, squeeze out a narrow bead, and shape with a wet finger if necessary.  Replace the cap when finished. Give it 24 hours and you can use the shower/tub/whatever you caulked. Good value for the money.",neutral,positive,[],{},"['angle', 'good', 'easy', 'value', 'hours', 'tip', 'shape', 'finger', 'shower/tub/whatever', 'bead', 'clean', 'adhesion', 'money', 'area', 'necessary', 'wet', 'narrow', 'dry', 'cap']","{'angle': 'positive', 'good': 'positive', 'easy': 'positive', 'value': 'positive', 'hours': 'positive', 'tip': 'positive', 'shape': 'positive', 'finger': 'positive', 'shower/tub/whatever': 'positive', 'bead': 'positive', 'clean': 'positive', 'adhesion': 'positive', 'money': 'positive', 'area': 'positive', 'necessary': 'positive', 'wet': 'positive', 'narrow': 'positive', 'dry': 'positive', 'cap': 'positive'}"
No,The color is so bad in person,neutral,negative,[],{},"['color', 'person', 'bad']","{'color': 'negative', 'person': 'negative', 'bad': 'negative'}"
not percale,"I love percale sheets -I like the cool crispness of them year round. I get that others like sateen, flannel, etc. but me - percale. I bought these because I needed 'deeper' sheets for a new mattress and they claimed to be percale. They are not in anyway a percale sheet -and they are scratchy. I've washed them many times -still scratchy. Soft, clingly, scratchy sheets.",neutral,positive,['percale'],{'percale': 'neutral'},"['-and', 'soft', 'sheets', 'year', 'round', 'others', '-still', ""'deeper"", 'mattress', 'sheet', 'flannel', 'many', 'percale', 'crispness', 'sateen', 'times', 'scratchy', 'new', 'cool']","{'-and': 'positive', 'soft': 'positive', 'sheets': 'positive', 'year': 'positive', 'round': 'positive', 'others': 'positive', '-still': 'positive', ""'deeper"": 'positive', 'mattress': 'positive', 'sheet': 'positive', 'flannel': 'positive', 'many': 'positive', 'percale': 'positive', 'crispness': 'positive', 'sateen': 'positive', 'times': 'positive', 'scratchy': 'positive', 'new': 'positive', 'cool': 'positive'}"
Disappointed,I love the design but after 3 months of regular use 2 of the bowls started chipping.,negative,positive,['disappointed'],{'disappointed': 'negative'},"['months', 'use', 'bowls', 'design', 'regular']","{'months': 'positive', 'use': 'positive', 'bowls': 'positive', 'design': 'positive', 'regular': 'positive'}"
They set the bar!,Packaging was perfect! I'm so glad it came packaged in a box and not a bag! Shipping was fast and the product was.....BEAUTIFUL!,neutral,positive,['bar'],{'bar': 'neutral'},"['packaging', 'box', 'perfect', 'product', 'beautiful', 'glad', 'shipping', 'bag', '.....']","{'packaging': 'positive', 'box': 'positive', 'perfect': 'positive', 'product': 'positive', 'beautiful': 'positive', 'glad': 'positive', 'shipping': 'positive', 'bag': 'positive', '.....': 'positive'}"
Blades,Works as advertised,neutral,neutral,['blades'],{'blades': 'neutral'},"['advertised', 'works']","{'advertised': 'neutral', 'works': 'neutral'}"
Very good product.,Mosquito repellent and tick repellent.,positive,neutral,"['good', 'product']","{'good': 'positive', 'product': 'positive'}","['tick', 'mosquito', 'repellent']","{'tick': 'neutral', 'mosquito': 'neutral', 'repellent': 'neutral'}"
Cuts the grease,This shampoo did a great job of helping to control how greasy my hair gets. It's way better than other shampoos aimed at greasy hair.,negative,positive,"['cuts', 'grease']","{'cuts': 'negative', 'grease': 'negative'}","['job', 'great', 'hair', 'way', 'other', 'shampoos', 'greasy', 'shampoo']","{'job': 'positive', 'great': 'positive', 'hair': 'positive', 'way': 'positive', 'other': 'positive', 'shampoos': 'positive', 'greasy': 'positive', 'shampoo': 'positive'}"
Small,Love these but smaller than I anticipated,neutral,neutral,['small'],{'small': 'neutral'},[],{}
Great product,Great product and service,positive,positive,"['product', 'great']","{'product': 'positive', 'great': 'positive'}","['service', 'product', 'great']","{'service': 'positive', 'product': 'positive', 'great': 'positive'}"
Best diffuser for curly hair,Works great. So glad I got this.Way better than the diffuser attachments that you can buy. Also very handy that you can take the diffuser part off if you need.,positive,positive,"['curly', 'hair', 'diffuser', 'best']","{'curly': 'positive', 'hair': 'positive', 'diffuser': 'positive', 'best': 'positive'}","['handy', 'part', 'glad', 'diffuser', 'great']","{'handy': 'positive', 'part': 'positive', 'glad': 'positive', 'diffuser': 'positive', 'great': 'positive'}"
Must have for safety on ladders,"After using a friends ladder with these, I've outfitted three of my extension ladders and will buy two more soon so I have them on all of them.  For working on uneven ground these work great and provide much safer stability than trying to shim one side with wood/etc.  These adjust very easy.  When it comes to ladder safety these are worth every penny vs having a ladder fall.",positive,positive,"['safety', 'ladders', 'must']","{'safety': 'positive', 'ladders': 'positive', 'must': 'positive'}","['ladders', 'easy', 'worth', 'vs', 'fall', 'penny', 'great', 'wood/etc', 'safety', 'much', 'ground', 'ladder', 'adjust', 'extension', 'work', 'friends', 'uneven', 'stability', 'side']","{'ladders': 'positive', 'easy': 'positive', 'worth': 'positive', 'vs': 'positive', 'fall': 'positive', 'penny': 'positive', 'great': 'positive', 'wood/etc': 'positive', 'safety': 'positive', 'much': 'positive', 'ground': 'positive', 'ladder': 'positive', 'adjust': 'positive', 'extension': 'positive', 'work': 'positive', 'friends': 'positive', 'uneven': 'positive', 'stability': 'positive', 'side': 'positive'}"
Perfect,Great poly bag set.,positive,positive,['perfect'],{'perfect': 'positive'},"['poly', 'set', 'bag', 'great']","{'poly': 'positive', 'set': 'positive', 'bag': 'positive', 'great': 'positive'}"
Amazing results,I am so impressed with my purchase,positive,positive,"['results', 'amazing']","{'results': 'positive', 'amazing': 'positive'}","['purchase', 'impressed']","{'purchase': 'positive', 'impressed': 'positive'}"
Worth every penny,Love these pillowcases don’t wake up sweating like I use to and able to sleep through the night.,positive,positive,"['worth', 'penny']","{'worth': 'positive', 'penny': 'positive'}","['’', 'pillowcases', 'night', 'able', 't']","{'’': 'positive', 'pillowcases': 'positive', 'night': 'positive', 'able': 'positive', 't': 'positive'}"
great deal,"my only complaint would be that the box was covered in white dust/residue. somewhat of a concern considering I bought this for smokeables. but, the grinder is decent and the metal containers are great. I use this box as a bedside backup basically and it's pretty much perfect. you guys should throw in an ashtray that fits in one of the smaller sections and a poke tool and raise the price and it would be perfect!",positive,positive,"['great', 'deal']","{'great': 'positive', 'deal': 'positive'}","['box', 'poke', 'ashtray', 'white', 'grinder', 'backup', 'only', 'tool', 'decent', 'price', 'great', 'containers', 'complaint', 'concern', 'perfect', 'dust/residue', 'bedside', 'much', 'metal', 'smokeables', 'sections']","{'box': 'positive', 'poke': 'positive', 'ashtray': 'positive', 'white': 'positive', 'grinder': 'positive', 'backup': 'positive', 'only': 'positive', 'tool': 'positive', 'decent': 'positive', 'price': 'positive', 'great': 'positive', 'containers': 'positive', 'complaint': 'positive', 'concern': 'positive', 'perfect': 'positive', 'dust/residue': 'positive', 'bedside': 'positive', 'much': 'positive', 'metal': 'positive', 'smokeables': 'positive', 'sections': 'positive'}"
Great for a big man,I love how the mattress adjust to my body The sleep quality is the best,positive,positive,"['big', 'great', 'man']","{'big': 'positive', 'great': 'positive', 'man': 'positive'}","['quality', 'adjust', 'body', 'mattress', 'sleep']","{'quality': 'positive', 'adjust': 'positive', 'body': 'positive', 'mattress': 'positive', 'sleep': 'positive'}"
Lightweight & comfortable- Screws keep coming loose,I love my glasses but am disappointed because the screw on two of the three pair that came with my order keep coming loose and I had to buy a new one. Disappointed this is a reoccurring problem because I really like the glasses.,neutral,negative,"['lightweight', 'comfortable-', 'screws']","{'lightweight': 'neutral', 'comfortable-': 'positive', 'screws': 'negative'}","['order', 'screw', 'loose', 'new', 'reoccurring', 'glasses', 'pair', 'problem']","{'order': 'negative', 'screw': 'negative', 'loose': 'negative', 'new': 'negative', 'reoccurring': 'negative', 'glasses': 'negative', 'pair': 'negative', 'problem': 'negative'}"
Poor quality,The connectors work well until you move the device that it’s plugged into then it loses connection and quit playing whatever media is being played,negative,positive,"['poor', 'quality']","{'poor': 'negative', 'quality': 'negative'}","['playing', 'device', 'connectors', 'media', 's', 'quit', 'connection']","{'playing': 'positive', 'device': 'positive', 'connectors': 'positive', 'media': 'positive', 's': 'positive', 'quit': 'positive', 'connection': 'positive'}"
Not quite like the pictures.,The product looks good but definitely not like the pics. The color looks faded in comparison to the vibrant colors in the pics.,negative,positive,['pictures'],{'pictures': 'negative'},"['pics', 'comparison', 'color', 'good', 'product', 'colors', 'vibrant']","{'pics': 'positive', 'comparison': 'positive', 'color': 'positive', 'good': 'positive', 'product': 'positive', 'colors': 'positive', 'vibrant': 'positive'}"
Perfect!,Great quality no issues installing at my car!,positive,positive,['perfect'],{'perfect': 'positive'},"['car', 'quality', 'issues', 'great']","{'car': 'positive', 'quality': 'positive', 'issues': 'positive', 'great': 'positive'}"
"Kind of thin, heats up really fast","The pot seems a little thin, which i think might be bad.  I'm not an expert, but things heat up faster than with my other pot, maybe that's good?  There is a tendency for stuff like chili to get too hot, even on my gas stoves' lowest setting, stuff bubbling like mad when on Warm...that's not good is it? I had to adjust to where there's hardly any flame at all to get my chili to just simmer( light bubbling).  So far no problem with sticking.",neutral,negative,"['thin', 'kind']","{'thin': 'neutral', 'kind': 'positive'}","['flame', 'good', 'sticking', 'bad', 'hot', 'light', 'problem', 'stuff', 'bubbling', 'stoves', 'things', 'other', 'expert', 'chili', 'setting', 'mad', 'pot', 'warm', 'little', 'tendency', 'gas', 'thin']","{'flame': 'negative', 'good': 'positive', 'sticking': 'negative', 'bad': 'negative', 'hot': 'negative', 'light': 'negative', 'problem': 'negative', 'stuff': 'negative', 'bubbling': 'negative', 'stoves': 'negative', 'things': 'negative', 'other': 'negative', 'expert': 'negative', 'chili': 'negative', 'setting': 'negative', 'mad': 'negative', 'pot': 'negative', 'warm': 'negative', 'little': 'negative', 'tendency': 'negative', 'gas': 'negative', 'thin': 'negative'}"
THESE ARE AMAZING!! CHANGED MY DOGS LIFE,"If your dog has seasonal or food allergies GET THESE! Skin rashes, hot spots, ear infections all gone. Made the mistake of forgetting to order some once and my dog immediately broke out until I bought more.",positive,negative,"['my', 'life', 'these', 'amazing', 'changed', 'dogs', 'are']","{'my': 'positive', 'life': 'positive', 'these': 'positive', 'amazing': 'positive', 'changed': 'positive', 'dogs': 'positive', 'are': 'positive'}","['order', 'food', 'allergies', 'spots', 'dog', 'these', 'ear', 'seasonal', 'hot', 'infections', 'mistake', 'rashes', 'skin']","{'order': 'negative', 'food': 'negative', 'allergies': 'negative', 'spots': 'negative', 'dog': 'negative', 'these': 'negative', 'ear': 'negative', 'seasonal': 'negative', 'hot': 'negative', 'infections': 'negative', 'mistake': 'negative', 'rashes': 'negative', 'skin': 'negative'}"
Buy one size larger than you wear for shrinkage.,This product is great for any working person. You must buy at least one size larger than you wear due to shrinkage during washing.,neutral,positive,"['buy', 'size', 'shrinkage']","{'buy': 'neutral', 'size': 'neutral', 'shrinkage': 'neutral'}","['size', 'due', 'product', 'person', 'great']","{'size': 'positive', 'due': 'positive', 'product': 'positive', 'person': 'positive', 'great': 'positive'}"
Perfect!,"Perfect for storing lunch,  snack and breakfast items for the school year!",positive,positive,['perfect'],{'perfect': 'positive'},"['perfect', 'school', 'snack', 'year', 'breakfast', 'items', 'lunch']","{'perfect': 'positive', 'school': 'positive', 'snack': 'positive', 'year': 'positive', 'breakfast': 'positive', 'items': 'positive', 'lunch': 'positive'}"
EXCEPTIONAL condition,Packaged with the BEST protection for the box and literally in pristine condition. I wish everyone protected their products like you!,neutral,positive,"['exceptional', 'condition']","{'exceptional': 'neutral', 'condition': 'neutral'}","['box', 'products', 'condition', 'everyone', 'best', 'protection', 'pristine']","{'box': 'positive', 'products': 'positive', 'condition': 'positive', 'everyone': 'positive', 'best': 'positive', 'protection': 'positive', 'pristine': 'positive'}"
