reviewTitle,reviewBody,title_sentiment,body_sentiment,title_aspects,title_sentiments,body_aspects,body_sentiments
Stopped working after 3 months,"Always liked these heaters. The 500w I got for a 40b worked great since purchased in late March. Came home and nothing. No lights, won't turn on. My saltwater tank water was at 65 degrees. Two dead fish due to the stress. Would like an exchange or refund!",negative,neutral,['months'],"[{'aspect': 'months', 'negative': np.float32(0.5802449), 'neutral': np.float32(0.41311246), 'positive': np.float32(0.006642625)}]","['exchange', 'degrees', 'fish', 'March', 'stress', 'tank', 'saltwater', 'heaters', 'water', 'refund', 'lights', '500w']","[{'aspect': 'exchange', 'negative': np.float32(0.16540875), 'neutral': np.float32(0.70410717), 'positive': np.float32(0.13048416)}, {'aspect': 'degrees', 'negative': np.float32(0.30613527), 'neutral': np.float32(0.6055765), 'positive': np.float32(0.08828822)}, {'aspect': 'fish', 'negative': np.float32(0.99402666), 'neutral': np.float32(0.003934277), 'positive': np.float32(0.0020390626)}, {'aspect': 'March', 'negative': np.float32(0.060971722), 'neutral': np.float32(0.87365496), 'positive': np.float32(0.06537323)}, {'aspect': 'stress', 'negative': np.float32(0.9677989), 'neutral': np.float32(0.026762798), 'positive': np.float32(0.0054383003)}, {'aspect': 'tank', 'negative': np.float32(0.42126372), 'neutral': np.float32(0.5637727), 'positive': np.float32(0.014963576)}, {'aspect': 'saltwater', 'negative': np.float32(0.087392054), 'neutral': np.float32(0.9065845), 'positive': np.float32(0.006023446)}, {'aspect': 'heaters', 'negative': np.float32(0.0044571655), 'neutral': np.float32(0.009007716), 'positive': np.float32(0.98653513)}, {'aspect': 'water', 'negative': np.float32(0.46942338), 'neutral': np.float32(0.4954289), 'positive': np.float32(0.03514777)}, {'aspect': 'refund', 'negative': np.float32(0.14250956), 'neutral': np.float32(0.70081115), 'positive': np.float32(0.15667926)}, {'aspect': 'lights', 'negative': np.float32(0.9881864), 'neutral': np.float32(0.008848285), 'positive': np.float32(0.002965318)}, {'aspect': '500w', 'negative': np.float32(0.053858723), 'neutral': np.float32(0.13702095), 'positive': np.float32(0.80912036)}]"
Good cat tower for a good price,"A decent quality cat tower, not the top of the line but good for the price point.",positive,positive,"['tower', 'cat', 'price']","[{'aspect': 'tower', 'negative': np.float32(0.0021366682), 'neutral': np.float32(0.023925891), 'positive': np.float32(0.97393745)}, {'aspect': 'cat', 'negative': np.float32(0.0015251564), 'neutral': np.float32(0.013041603), 'positive': np.float32(0.9854333)}, {'aspect': 'price', 'negative': np.float32(0.0044691423), 'neutral': np.float32(0.032369893), 'positive': np.float32(0.96316093)}]","['line', 'price', 'quality', 'tower', 'good', 'point', 'top', 'cat']","[{'aspect': 'line', 'negative': np.float32(0.5338623), 'neutral': np.float32(0.45918912), 'positive': np.float32(0.006948621)}, {'aspect': 'price', 'negative': np.float32(0.0044767014), 'neutral': np.float32(0.011670747), 'positive': np.float32(0.9838525)}, {'aspect': 'quality', 'negative': np.float32(0.010875738), 'neutral': np.float32(0.1107984), 'positive': np.float32(0.87832594)}, {'aspect': 'tower', 'negative': np.float32(0.012672884), 'neutral': np.float32(0.45350432), 'positive': np.float32(0.5338227)}, {'aspect': 'good', 'negative': np.float32(0.029686887), 'neutral': np.float32(0.56921196), 'positive': np.float32(0.40110114)}, {'aspect': 'point', 'negative': np.float32(0.0056652026), 'neutral': np.float32(0.023665357), 'positive': np.float32(0.97066945)}, {'aspect': 'top', 'negative': np.float32(0.5252521), 'neutral': np.float32(0.4556141), 'positive': np.float32(0.01913378)}, {'aspect': 'cat', 'negative': np.float32(0.012013648), 'neutral': np.float32(0.61347276), 'positive': np.float32(0.37451366)}]"
Relief,Effective; easy to use; well priced healthy alternative to other products on the marker.,positive,neutral,['Relief'],"[{'aspect': 'Relief', 'negative': np.float32(0.029276783), 'neutral': np.float32(0.32305995), 'positive': np.float32(0.6476633)}]","['products', 'marker', 'alternative']","[{'aspect': 'products', 'negative': np.float32(0.06161369), 'neutral': np.float32(0.9362248), 'positive': np.float32(0.0021615117)}, {'aspect': 'marker', 'negative': np.float32(0.0012211358), 'neutral': np.float32(0.99726295), 'positive': np.float32(0.0015158972)}, {'aspect': 'alternative', 'negative': np.float32(0.004611861), 'neutral': np.float32(0.024818972), 'positive': np.float32(0.9705692)}]"
What is Galentine’s day,Needs to be under Galentine’s day not Valentine’s Day guess I’m the sucker that bought it but no thank you it’s going back,neutral,negative,"['Galentine', 'day']","[{'aspect': 'Galentine', 'negative': np.float32(0.010677887), 'neutral': np.float32(0.9236343), 'positive': np.float32(0.06568786)}, {'aspect': 'day', 'negative': np.float32(0.004442113), 'neutral': np.float32(0.98708177), 'positive': np.float32(0.0084760785)}]","['Day', 'Galentine', 'Valentine', 'day', 'sucker', 'guess']","[{'aspect': 'Day', 'negative': np.float32(0.32237226), 'neutral': np.float32(0.44430146), 'positive': np.float32(0.23332626)}, {'aspect': 'Galentine', 'negative': np.float32(0.08777236), 'neutral': np.float32(0.16932903), 'positive': np.float32(0.74289864)}, {'aspect': 'Valentine', 'negative': np.float32(0.88082737), 'neutral': np.float32(0.10872933), 'positive': np.float32(0.010443258)}, {'aspect': 'day', 'negative': np.float32(0.27521187), 'neutral': np.float32(0.47492567), 'positive': np.float32(0.24986252)}, {'aspect': 'sucker', 'negative': np.float32(0.8908449), 'neutral': np.float32(0.068978325), 'positive': np.float32(0.040176775)}, {'aspect': 'guess', 'negative': np.float32(0.5641155), 'neutral': np.float32(0.31242204), 'positive': np.float32(0.12346237)}]"
Fits very well!,I like how it fits and feel and material is cool enough for you to breath. Good product and well worth to buy.,neutral,positive,[],[],"['product', 'material']","[{'aspect': 'product', 'negative': np.float32(0.0005517932), 'neutral': np.float32(0.0026872242), 'positive': np.float32(0.996761)}, {'aspect': 'material', 'negative': np.float32(0.00058160716), 'neutral': np.float32(0.00191075), 'positive': np.float32(0.9975076)}]"
Love them,Pretty cool lights for my diy backdrop.,neutral,neutral,[],[],"['lights', 'backdrop', 'diy']","[{'aspect': 'lights', 'negative': np.float32(0.00060242275), 'neutral': np.float32(0.0015804127), 'positive': np.float32(0.99781716)}, {'aspect': 'backdrop', 'negative': np.float32(0.0053501255), 'neutral': np.float32(0.9358326), 'positive': np.float32(0.058817253)}, {'aspect': 'diy', 'negative': np.float32(0.006338221), 'neutral': np.float32(0.93732446), 'positive': np.float32(0.0563373)}]"
very pleased,received it very fast.  well-packaged.  very pleased.,neutral,neutral,[],[],[],[]
Indoor fun!,Bought for my grandson for his birthday.  He loved it.  He did say balls were too bouncy for the space he had in his room.,positive,neutral,['fun'],"[{'aspect': 'fun', 'negative': np.float32(0.004985281), 'neutral': np.float32(0.036674365), 'positive': np.float32(0.95834035)}]","['grandson', 'balls', 'bouncy', 'birthday', 'room', 'space']","[{'aspect': 'grandson', 'negative': np.float32(0.022487383), 'neutral': np.float32(0.1732384), 'positive': np.float32(0.8042742)}, {'aspect': 'balls', 'negative': np.float32(0.93961644), 'neutral': np.float32(0.0122044645), 'positive': np.float32(0.048179064)}, {'aspect': 'bouncy', 'negative': np.float32(0.9910335), 'neutral': np.float32(0.0033205673), 'positive': np.float32(0.0056459494)}, {'aspect': 'birthday', 'negative': np.float32(0.0029493007), 'neutral': np.float32(0.9583826), 'positive': np.float32(0.03866804)}, {'aspect': 'room', 'negative': np.float32(0.0015524431), 'neutral': np.float32(0.9949722), 'positive': np.float32(0.0034753184)}, {'aspect': 'space', 'negative': np.float32(0.019017072), 'neutral': np.float32(0.97637886), 'positive': np.float32(0.004604111)}]"
Just what I wanted,"Just perfect, very soft mesh and fits Just right. It's not too tight and not too loose. Worth the price for sure and the lettuce hem is very cute.",neutral,positive,[],[],"['hem', 'mesh', 'price', 'lettuce']","[{'aspect': 'hem', 'negative': np.float32(0.0015639269), 'neutral': np.float32(0.0032995993), 'positive': np.float32(0.99513644)}, {'aspect': 'mesh', 'negative': np.float32(0.00081926386), 'neutral': np.float32(0.0017067014), 'positive': np.float32(0.997474)}, {'aspect': 'price', 'negative': np.float32(0.0013749856), 'neutral': np.float32(0.005968369), 'positive': np.float32(0.99265665)}, {'aspect': 'lettuce', 'negative': np.float32(0.008637329), 'neutral': np.float32(0.08788207), 'positive': np.float32(0.90348065)}]"
Cute but non-stick,"The nail design and shape on these is SO CUTE, but beware - the stickies it comes with do not work at all. Within 30 mins of applying, nails started coming off! So sad because I had such high hopes",neutral,positive,[],[],"['nails', 'stickies', 'shape', 'hopes', 'SO', 'design', 'nail', 'mins']","[{'aspect': 'nails', 'negative': np.float32(0.3702268), 'neutral': np.float32(0.053353753), 'positive': np.float32(0.5764195)}, {'aspect': 'stickies', 'negative': np.float32(0.9675432), 'neutral': np.float32(0.0074488306), 'positive': np.float32(0.025008058)}, {'aspect': 'shape', 'negative': np.float32(0.011655917), 'neutral': np.float32(0.0064737312), 'positive': np.float32(0.9818703)}, {'aspect': 'hopes', 'negative': np.float32(0.24177371), 'neutral': np.float32(0.03725426), 'positive': np.float32(0.72097206)}, {'aspect': 'SO', 'negative': np.float32(0.35000938), 'neutral': np.float32(0.06080304), 'positive': np.float32(0.58918756)}, {'aspect': 'design', 'negative': np.float32(0.012859598), 'neutral': np.float32(0.006313811), 'positive': np.float32(0.9808266)}, {'aspect': 'nail', 'negative': np.float32(0.19542933), 'neutral': np.float32(0.03940435), 'positive': np.float32(0.76516634)}, {'aspect': 'mins', 'negative': np.float32(0.64684933), 'neutral': np.float32(0.06258363), 'positive': np.float32(0.29056704)}]"
Beautiful,"I love the fabric, they are blackout even are ivory color. I love how they look in my bedroom.",neutral,neutral,[],[],"['ivory', 'fabric', 'color', 'bedroom']","[{'aspect': 'ivory', 'negative': np.float32(0.0028976162), 'neutral': np.float32(0.98197454), 'positive': np.float32(0.015127821)}, {'aspect': 'fabric', 'negative': np.float32(0.00063083216), 'neutral': np.float32(0.0013494933), 'positive': np.float32(0.9980197)}, {'aspect': 'color', 'negative': np.float32(0.113962024), 'neutral': np.float32(0.49196383), 'positive': np.float32(0.39407414)}, {'aspect': 'bedroom', 'negative': np.float32(0.0031659543), 'neutral': np.float32(0.93168855), 'positive': np.float32(0.06514547)}]"
Easy to use,"After receiving the drying rack, I checked that the parts are complete, and the assembly is very simple. There is an installation manual with a glance. The installation is very strong and durable. It is more than enough for hanging schoolbags, hats, clothes and suitcases.  Occupying space, so many clothes finally have a place to put them, the house is no longer messy, it is very practical and I like it.",neutral,neutral,[],[],"['schoolbags', 'hats', 'parts', 'rack', 'suitcases', 'installation', 'place', 'space', 'assembly', 'manual', 'glance', 'house', 'clothes']","[{'aspect': 'schoolbags', 'negative': np.float32(0.0019826938), 'neutral': np.float32(0.95291823), 'positive': np.float32(0.045098994)}, {'aspect': 'hats', 'negative': np.float32(0.0013530599), 'neutral': np.float32(0.97112906), 'positive': np.float32(0.02751782)}, {'aspect': 'parts', 'negative': np.float32(0.0042907596), 'neutral': np.float32(0.10354209), 'positive': np.float32(0.89216715)}, {'aspect': 'rack', 'negative': np.float32(0.0043061054), 'neutral': np.float32(0.4014397), 'positive': np.float32(0.5942542)}, {'aspect': 'suitcases', 'negative': np.float32(0.0023928727), 'neutral': np.float32(0.8914671), 'positive': np.float32(0.10614001)}, {'aspect': 'installation', 'negative': np.float32(0.0015782721), 'neutral': np.float32(0.011355548), 'positive': np.float32(0.9870662)}, {'aspect': 'place', 'negative': np.float32(0.0040316936), 'neutral': np.float32(0.12359012), 'positive': np.float32(0.8723782)}, {'aspect': 'space', 'negative': np.float32(0.00747229), 'neutral': np.float32(0.5688201), 'positive': np.float32(0.42370754)}, {'aspect': 'assembly', 'negative': np.float32(0.004099179), 'neutral': np.float32(0.02389099), 'positive': np.float32(0.97200984)}, {'aspect': 'manual', 'negative': np.float32(0.0049795783), 'neutral': np.float32(0.88542944), 'positive': np.float32(0.10959092)}, {'aspect': 'glance', 'negative': np.float32(0.0024211789), 'neutral': np.float32(0.94758564), 'positive': np.float32(0.049993135)}, {'aspect': 'house', 'negative': np.float32(0.0036860057), 'neutral': np.float32(0.022751234), 'positive': np.float32(0.9735627)}, {'aspect': 'clothes', 'negative': np.float32(0.0024620576), 'neutral': np.float32(0.9245436), 'positive': np.float32(0.07299428)}]"
Modern and older shape all in  one.,Fits well with my bath,positive,neutral,['shape'],"[{'aspect': 'shape', 'negative': np.float32(0.016452134), 'neutral': np.float32(0.019969994), 'positive': np.float32(0.9635778)}]",['bath'],"[{'aspect': 'bath', 'negative': np.float32(0.0023031267), 'neutral': np.float32(0.98175645), 'positive': np.float32(0.015940405)}]"
Buena calidad,Muy bonito,positive,positive,"['calidad', 'Buena']","[{'aspect': 'calidad', 'negative': np.float32(0.0007215445), 'neutral': np.float32(0.0028478114), 'positive': np.float32(0.9964307)}, {'aspect': 'Buena', 'negative': np.float32(0.0029904186), 'neutral': np.float32(0.01953874), 'positive': np.float32(0.9774709)}]",['bonito'],"[{'aspect': 'bonito', 'negative': np.float32(0.002670368), 'neutral': np.float32(0.005225201), 'positive': np.float32(0.9921044)}]"
IT WORKED!,CANT BELEVE THIS WORKED! I struggled with a diagnosed BV/ yeast infection for about 6 months and NOTHING was working including oral fungal pills from my doctor. I had this product referred to me by a friend and in 3 weeks i was officially free from 100% of my symptoms. i never had flare ups (which amplified before and after my period) again. I took it in unison with boric acid pills which also CLEARED me completely. SO HAPPY!,positive,positive,['WORKED'],"[{'aspect': 'WORKED', 'negative': np.float32(0.004685885), 'neutral': np.float32(0.036087804), 'positive': np.float32(0.95922637)}]","['symptoms', 'friend', 'unison', 'flare', 'doctor', 'BV/', 'fungal', 'ups', 'infection', 'pills', 'HAPPY', 'BELEVE', 'acid', 'yeast', 'product', 'months', '%', 'WORKED', 'period', 'weeks']","[{'aspect': 'symptoms', 'negative': np.float32(0.026293395), 'neutral': np.float32(0.023832146), 'positive': np.float32(0.9498744)}, {'aspect': 'friend', 'negative': np.float32(0.01692509), 'neutral': np.float32(0.14456186), 'positive': np.float32(0.8385131)}, {'aspect': 'unison', 'negative': np.float32(0.008055103), 'neutral': np.float32(0.13419203), 'positive': np.float32(0.8577528)}, {'aspect': 'flare', 'negative': np.float32(0.1279412), 'neutral': np.float32(0.021914847), 'positive': np.float32(0.8501439)}, {'aspect': 'doctor', 'negative': np.float32(0.15205455), 'neutral': np.float32(0.5935953), 'positive': np.float32(0.2543502)}, {'aspect': 'BV/', 'negative': np.float32(0.116936214), 'neutral': np.float32(0.11049743), 'positive': np.float32(0.77256644)}, {'aspect': 'fungal', 'negative': np.float32(0.060279317), 'neutral': np.float32(0.66057897), 'positive': np.float32(0.27914175)}, {'aspect': 'ups', 'negative': np.float32(0.06250768), 'neutral': np.float32(0.024157362), 'positive': np.float32(0.91333497)}, {'aspect': 'infection', 'negative': np.float32(0.37582597), 'neutral': np.float32(0.14883508), 'positive': np.float32(0.47533897)}, {'aspect': 'pills', 'negative': np.float32(0.0070419614), 'neutral': np.float32(0.015178591), 'positive': np.float32(0.9777794)}, {'aspect': 'HAPPY', 'negative': np.float32(0.008622616), 'neutral': np.float32(0.010455185), 'positive': np.float32(0.98092216)}, {'aspect': 'BELEVE', 'negative': np.float32(0.011763585), 'neutral': np.float32(0.007324202), 'positive': np.float32(0.9809122)}, {'aspect': 'acid', 'negative': np.float32(0.005146042), 'neutral': np.float32(0.038931232), 'positive': np.float32(0.9559227)}, {'aspect': 'yeast', 'negative': np.float32(0.73421186), 'neutral': np.float32(0.14154963), 'positive': np.float32(0.1242385)}, {'aspect': 'product', 'negative': np.float32(0.0035293764), 'neutral': np.float32(0.005142245), 'positive': np.float32(0.9913284)}, {'aspect': 'months', 'negative': np.float32(0.01903412), 'neutral': np.float32(0.02847906), 'positive': np.float32(0.9524869)}, {'aspect': '%', 'negative': np.float32(0.00902508), 'neutral': np.float32(0.0115191145), 'positive': np.float32(0.9794558)}, {'aspect': 'WORKED', 'negative': np.float32(0.0054031545), 'neutral': np.float32(0.0063504814), 'positive': np.float32(0.9882464)}, {'aspect': 'period', 'negative': np.float32(0.0148584405), 'neutral': np.float32(0.9068337), 'positive': np.float32(0.07830787)}, {'aspect': 'weeks', 'negative': np.float32(0.006189465), 'neutral': np.float32(0.017307078), 'positive': np.float32(0.97650343)}]"
